Core0_Power(W), Core1_Power(W), Core2_Power(W), Core3_Power(W), Core4_Power(W), Core5_Power(W), Core6_Power(W), Core7_Power(W), Core8_Power(W), Core9_Power(W), Core10_Power(W), Core11_Power(W), Core12_Power(W), Core13_Power(W), Core14_Power(W), Core15_Power(W), Core_power_sum(W), CPU_power(W), CPU_usage(%), Time(s)
4.58781, 4.54048, 4.16786, 4.55336, 4.10876, 4.44406, 4.39069, 4.05663, 4.08961, 5.24521, 4.24083, 4.76694, 4.41759, 4.51396, 4.2933, 4.50609, 70.9232, 105.384, 38.000000, 13.020329
5.54581, 4.77267, 4.56979, 4.6745, 4.47678, 4.28883, 4.26997, 4.38765, 4.31232, 3.94301, 4.08229, 4.51436, 4.49149, 4.16187, 4.37872, 4.8223, 71.6924, 106.129, 39.000000, 14.021267
4.22908, 4.53023, 4.46992, 4.45131, 4.00999, 4.72499, 4.45647, 3.90555, 4.82738, 4.82388, 4.70859, 4.32043, 4.15929, 4.17741, 4.39056, 4.12074, 70.3058, 104.664, 37.000000, 15.022138
4.34572, 4.19104, 4.11652, 4.66003, 4.12952, 3.96448, 3.97928, 4.43787, 5.77243, 4.45239, 4.38834, 4.63338, 4.32144, 4.52209, 4.24857, 4.88148, 71.0446, 105.561, 38.000000, 16.022987
5.13173, 4.47795, 4.16635, 4.13058, 4.04768, 4.76784, 3.99547, 4.3176, 4.59373, 4.72316, 4.53676, 4.34032, 4.30983, 4.46242, 4.61295, 4.32632, 70.9407, 105.403, 39.000000, 17.024031
4.64503, 4.30382, 4.4111, 4.35262, 4.18611, 4.94742, 4.71429, 4.62764, 4.80447, 5.00282, 4.46735, 4.32848, 4.2092, 4.26566, 4.24318, 4.2749, 71.7841, 106.252, 39.000000, 18.024963
3.95837, 4.73404, 4.23425, 3.89815, 4.30576, 5.01561, 4.13998, 3.90909, 4.47623, 4.39215, 4.95215, 4.21928, 4.71695, 5.04288, 4.23387, 4.71097, 70.9397, 105.411, 38.000000, 19.026033
2.91281, 3.43085, 2.96965, 3.93181, 3.47581, 2.84573, 2.5274, 2.41306, 3.57486, 2.52075, 2.43965, 2.38486, 2.45691, 3.08736, 3.14299, 2.57994, 46.6944, 79.3307, 20.000000, 20.027171
4.36845, 4.36374, 5.03708, 4.36438, 4.56361, 4.41006, 4.54771, 4.91069, 3.48018, 3.49641, 4.15724, 4.44412, 4.27115, 3.52229, 4.31232, 4.16008, 68.4095, 101.527, 35.000000, 21.028069
3.8526, 4.32182, 3.65582, 4.2572, 3.06845, 2.78078, 3.14998, 3.56816, 3.75958, 3.79878, 3.57016, 3.35364, 3.98364, 3.49004, 3.68256, 3.42558, 57.7188, 91.4089, 28.000000, 22.028919
3.34251, 3.09039, 3.07214, 3.06978, 2.51659, 2.92372, 2.49239, 2.8287, 4.79314, 3.3793, 3.47148, 3.5981, 3.59439, 5.27907, 3.04729, 3.01488, 53.5139, 86.6309, 24.000000, 23.029909
2.63458, 2.8954, 2.63116, 3.31088, 3.51126, 3.68269, 3.06902, 3.19342, 3.40179, 3.95712, 3.86909, 6.62907, 2.92181, 3.34503, 2.87096, 3.27103, 55.1943, 86.9313, 25.000000, 24.030824
3.48701, 3.75536, 4.55862, 3.94815, 3.67543, 3.5594, 3.86343, 3.7144, 4.45026, 4.19193, 4.56129, 3.97612, 4.59898, 4.17758, 3.90651, 4.1255, 64.55, 98.4256, 33.000000, 25.031734
4.00185, 4.07451, 4.14755, 3.81219, 4.09901, 4.08626, 3.62495, 4.13751, 4.03172, 4.79781, 3.38222, 3.92697, 3.86414, 4.01208, 4.12666, 3.63071, 63.7561, 97.5495, 32.000000, 26.032617
3.13011, 2.52171, 2.75223, 2.78322, 3.00673, 2.76508, 2.7334, 2.72272, 4.25937, 3.71445, 3.77074, 3.79312, 3.32013, 3.16229, 3.22243, 3.40247, 51.0602, 84.0531, 22.000000, 27.033427
3.48502, 3.23088, 3.35797, 4.25989, 3.69414, 3.66403, 3.67841, 3.64754, 3.95329, 4.10263, 4.44942, 4.20622, 4.52309, 3.938, 4.22919, 3.89192, 62.3116, 95.3188, 30.000000, 28.034339
3.95967, 4.41833, 4.62437, 3.52467, 4.13055, 3.2235, 3.48184, 3.60732, 3.88634, 4.14981, 4.05061, 3.96951, 3.96161, 3.61943, 4.63866, 3.93851, 63.1847, 96.682, 31.000000, 29.035345
3.70947, 3.57013, 2.51314, 3.73511, 3.29694, 4.09296, 3.27481, 3.86472, 3.81857, 3.53192, 3.2551, 4.03746, 3.66931, 3.55949, 3.745, 3.59709, 57.2712, 90.6664, 26.000000, 30.036310
3.21283, 3.86111, 3.26196, 3.5117, 3.00154, 3.76582, 3.83891, 3.36835, 3.51698, 4.29486, 3.6684, 3.74297, 3.52492, 3.54739, 3.62535, 3.96034, 57.7034, 91.0061, 26.000000, 31.037193
3.0345, 2.91298, 2.96777, 3.27904, 3.87291, 2.96732, 3.84309, 3.12086, 3.66347, 3.47949, 3.0043, 2.94403, 4.79305, 3.44846, 3.53964, 3.77449, 54.6454, 87.6467, 24.000000, 32.038083
