Number of GPUs 4
Time, device, gpu_util(%), gpu_mem(%), memory_used/total(Mib), power_current/limit(W), temperature(C), Frequency(MHz)
13:28:17.124274, 1, 59, 11, 8377/11019, 95.596/250.0, 54, 1875
13:28:17.126798, 2, 63, 17, 8377/11019, 130.895/250.0, 60, 1845
13:28:17.130079, 3, 0, 0, 98/11016, 23.291/250.0, 46, 300
13:28:18.134097, 0, 69, 16, 8377/11019, 117.785/250.0, 54, 1875
13:28:18.136548, 1, 60, 11, 8377/11019, 103.921/250.0, 54, 1875
13:28:18.139907, 2, 62, 16, 8377/11019, 109.849/250.0, 61, 1845
13:28:18.143484, 3, 0, 0, 98/11016, 23.236/250.0, 46, 300
13:28:19.146950, 0, 67, 16, 8377/11019, 103.62/250.0, 54, 1875
13:28:19.149376, 1, 59, 11, 8377/11019, 103.607/250.0, 55, 1875
13:28:19.151763, 2, 63, 17, 8377/11019, 131.314/250.0, 60, 1845
13:28:19.154688, 3, 0, 0, 98/11016, 23.467/250.0, 46, 300
13:28:20.158409, 0, 68, 15, 8377/11019, 113.235/250.0, 54, 1875
13:28:20.160856, 1, 61, 12, 8377/11019, 104.111/250.0, 54, 1875
13:28:20.165083, 2, 65, 17, 8377/11019, 133.953/250.0, 61, 1845
13:28:20.167836, 3, 0, 0, 98/11016, 23.43/250.0, 46, 300
13:28:21.171212, 0, 68, 16, 8377/11019, 118.622/250.0, 54, 1875
13:28:21.173765, 1, 61, 11, 8377/11019, 103.714/250.0, 55, 1875
13:28:21.176040, 2, 64, 17, 8377/11019, 131.839/250.0, 61, 1845
13:28:21.178760, 3, 0, 0, 98/11016, 23.68/250.0, 46, 300
13:28:22.182687, 0, 68, 16, 8377/11019, 118.662/250.0, 54, 1875
13:28:22.185159, 1, 60, 11, 8377/11019, 99.11/250.0, 55, 1875
13:28:22.188396, 2, 65, 17, 8377/11019, 131.784/250.0, 61, 1845
13:28:22.191685, 3, 0, 0, 98/11016, 23.766000000000002/250.0, 47, 300
13:28:23.195539, 0, 69, 16, 8377/11019, 114.831/250.0, 54, 1875
13:28:23.198196, 1, 60, 11, 8377/11019, 103.955/250.0, 54, 1875
13:28:23.200942, 2, 65, 17, 8377/11019, 132.339/250.0, 61, 1845
13:28:23.204119, 3, 0, 0, 98/11016, 23.279/250.0, 47, 300
13:28:24.208730, 0, 66, 16, 8377/11019, 114.56400000000001/250.0, 54, 1875
13:28:24.210897, 1, 41, 9, 8377/11019, 86.808/250.0, 55, 1875
